RiskScore,CreditScore,AnnualIncome,income_band,LoanAmount,loan_amount_band,LoanDuration,loan_duration_band,DebtToIncomeRatio,TotalDebtToIncomeRatio,payment_to_income_ratio,risk_band,LoanApproved,pred_approval_prob,prob_band,high_conf_under_approved,high_conf_over_approved,exception_type
55.0,566,55188,30k-60k,33279,20k-50k,72,60m+,0.2255387961501194,0.2202391092330872,0.17849090310131943,Medium,0,1.8019398899519964e-05,low_conf_reject,0,0,none
52.0,534,67306,60k-100k,22837,20k-50k,72,60m+,0.286503059332633,0.1761393455656126,0.119621353113231,Medium,0,0.0003834159241344268,low_conf_reject,0,0,none
56.0,488,25136,<30k,28718,20k-50k,36,13-36m,0.2436839531416694,0.7729361723408267,0.5657433015578851,Medium,0,4.323417033343609e-09,low_conf_reject,0,0,none
56.0,568,24498,<30k,7294,5k-20k,48,37-60m,0.1012910993152102,0.3667637426780902,0.11449825161759539,Medium,0,8.970978928544198e-08,low_conf_reject,0,0,none
61.0,540,88877,60k-100k,30897,20k-50k,12,<=12m,0.4830831886232797,0.467882978208697,0.38984254030012666,Medium,0,7.228867529031786e-08,low_conf_reject,0,0,none
54.0,564,36529,30k-60k,26532,20k-50k,60,37-60m,0.2499940413721413,0.3069747319998038,0.25211421022258557,Medium,0,5.3476992093130176e-05,low_conf_reject,0,0,none
60.0,612,15986,<30k,22991,20k-50k,36,13-36m,0.623333026740858,1.0073640784355178,0.6185238432297124,Medium,0,4.583175487974334e-10,low_conf_reject,0,0,none
55.2,597,124067,100k+,29694,20k-50k,60,37-60m,0.4570765506313815,0.1204741942877864,0.07433783248327766,Medium,1,0.8410270745268026,uncertain,0,0,none
53.0,543,49222,30k-60k,29266,20k-50k,60,37-60m,0.1408883756468333,0.4027589299844585,0.2291780108832436,Medium,0,2.973350725369374e-07,low_conf_reject,0,0,none
51.0,521,62496,60k-100k,13217,5k-20k,48,37-60m,0.1183132379330363,0.2496493013887168,0.08720690507535273,Medium,0,0.00033669778015075124,low_conf_reject,0,0,none
55.0,505,44612,30k-60k,21564,20k-50k,24,13-36m,0.3941388134417382,0.4037812631170976,0.30156661235048865,Medium,0,3.697270797450886e-05,low_conf_reject,0,0,none
35.2,618,99682,60k-100k,45856,20k-50k,60,37-60m,0.2516695602877551,0.1886893758001827,0.1578713745562272,Low,1,0.9998946088964753,low_conf_approve,0,0,none
60.0,648,28205,<30k,31460,20k-50k,84,60m+,0.581531827692412,0.5356559387734533,0.3020803316116025,Medium,0,1.8619915979045048e-09,low_conf_reject,0,0,none
50.0,532,62813,60k-100k,29151,20k-50k,60,37-60m,0.0528622222065663,0.2324512412936744,0.1762845242128153,Medium,0,2.1999415800187278e-05,low_conf_reject,0,0,none
40.0,548,115248,100k+,23633,20k-50k,96,60m+,0.2776782194483112,0.1308910939307449,0.06872949459713401,Medium,1,0.9989877753827073,low_conf_approve,0,0,none
53.0,585,18638,<30k,18419,5k-20k,36,13-36m,0.263660479718153,0.6863707513723919,0.454586225135671,Medium,0,3.524142986325112e-07,low_conf_reject,0,0,none
57.0,532,26213,<30k,24217,20k-50k,36,13-36m,0.0941565595801169,0.5222652612996324,0.4302498490995787,Medium,0,6.863670473431347e-08,low_conf_reject,0,0,none
43.2,610,148730,100k+,30291,20k-50k,48,37-60m,0.3097272194816181,0.1336288134343737,0.07416535616280782,Medium,1,0.9846429371756481,low_conf_approve,0,0,none
51.2,625,94303,60k-100k,20057,20k-50k,60,37-60m,0.5629822749470287,0.1070475686517707,0.06505526724036292,Medium,1,0.9996483452648462,low_conf_approve,0,0,none
52.0,597,23582,<30k,8841,5k-20k,36,13-36m,0.1334768166089141,0.45348550833061,0.1685224008757717,Medium,0,8.167967030506918e-06,low_conf_reject,0,0,none
56.0,580,25344,<30k,13852,5k-20k,96,60m+,0.3403221537357902,0.4483382750888692,0.14862236599796022,Medium,0,2.1183805373900499e-07,low_conf_reject,0,0,none
52.0,564,47258,30k-60k,17826,5k-20k,48,37-60m,0.207187564169424,0.2544530492362923,0.14958191630641815,Medium,0,5.7254252198153424e-05,low_conf_reject,0,0,none
55.0,502,53587,30k-60k,30907,20k-50k,36,13-36m,0.3508649968253925,0.3204794471579238,0.2839780568953612,Medium,0,1.203726852253077e-05,low_conf_reject,0,0,none
46.0,614,52730,30k-60k,34031,20k-50k,48,37-60m,0.0111566389707478,0.3709182726376508,0.25622075699190744,Medium,0,3.8751430965278684e-05,low_conf_reject,0,0,none
37.6,556,181163,100k+,21107,20k-50k,72,60m+,0.1061030498427981,0.0525863099408235,0.03821251396703199,Low,1,0.9999762494228582,low_conf_approve,0,0,none
50.0,579,68574,60k-100k,29400,20k-50k,108,60m+,0.0602423919879369,0.2139754738720229,0.1341784662598084,Medium,0,2.9965385262694105e-06,low_conf_reject,0,0,none
52.0,522,28526,<30k,30519,20k-50k,24,13-36m,0.2557262536956705,0.8469996588397979,0.6711600738997447,Medium,0,1.4410316563278035e-07,low_conf_reject,0,0,none
51.0,558,72339,60k-100k,24471,20k-50k,36,13-36m,0.182294912711864,0.3609354567825066,0.16270213865535538,Medium,0,0.0001172250755635767,low_conf_reject,0,0,none
50.0,617,56150,30k-60k,29696,20k-50k,48,37-60m,0.2506577704740187,0.2489234798440951,0.20340255375326702,Medium,0,0.00011763333102735505,low_conf_reject,0,0,none
59.0,586,30931,30k-60k,17288,5k-20k,60,37-60m,0.4793997884096125,0.4763652184543391,0.1799635502250546,Medium,0,7.674283145804701e-08,low_conf_reject,0,0,none
43.2,415,63345,60k-100k,18886,5k-20k,36,13-36m,0.2025697057141929,0.1902349743322457,0.14836900227446687,Medium,1,0.9950716006193452,low_conf_approve,0,0,none
45.6,514,132041,100k+,11181,5k-20k,48,37-60m,0.2883484563538189,0.0852237852415893,0.03514842985954893,Medium,1,0.9999093091870501,low_conf_approve,0,0,none
41.6,479,44125,30k-60k,8455,5k-20k,72,60m+,0.2522443116821795,0.1902141805717739,0.064027211733247,Medium,1,0.9978380942303606,low_conf_approve,0,0,none
54.0,628,26871,<30k,25993,20k-50k,60,37-60m,0.3275271537059313,0.4083546052601137,0.3453870938165502,Medium,0,2.819735625631172e-07,low_conf_reject,0,0,none
65.0,573,38222,30k-60k,31148,20k-50k,48,37-60m,0.1948405290546485,0.4465615382406033,0.3209794127631291,Medium,0,2.0901817172036023e-09,low_conf_reject,0,0,none
60.0,548,28347,<30k,17000,5k-20k,60,37-60m,0.6742971013551522,0.5058244939849971,0.1900238801634285,Medium,0,1.6377399897388187e-06,low_conf_reject,0,0,none
51.0,577,61400,60k-100k,29522,20k-50k,12,<=12m,0.2577090600575795,0.6450255917320973,0.5406607708851908,Medium,0,6.8348880558917e-06,low_conf_reject,0,0,none
36.8,616,72275,60k-100k,16372,5k-20k,72,60m+,0.015057624426834,0.1424504259297062,0.06590943665263944,Low,1,0.9978066440728769,low_conf_approve,0,0,none
56.0,592,15477,<30k,22435,20k-50k,120,60m+,0.2220458903502578,0.7587620986161973,0.36566266074063963,Medium,0,6.23996510758847e-11,low_conf_reject,0,0,none
42.400000000000006,541,63321,60k-100k,28078,20k-50k,60,37-60m,0.2908981018123305,0.1887736766683948,0.1565568765546884,Medium,1,0.9489801661648248,low_conf_approve,0,0,none
52.0,623,37583,30k-60k,25670,20k-50k,48,37-60m,0.2974496617685075,0.3822607798804047,0.26444155310234,Medium,0,5.472026890256292e-06,low_conf_reject,0,0,none
52.0,539,28075,<30k,27162,20k-50k,120,60m+,0.2217507600325,0.583353713581381,0.3516885310346313,Medium,0,7.090606238064324e-08,low_conf_reject,0,0,none
53.0,617,25729,<30k,13373,5k-20k,60,37-60m,0.3687107201475808,0.3354776053475315,0.16197688631453383,Medium,0,4.79937589348694e-05,low_conf_reject,0,0,none
57.0,489,28791,<30k,32119,20k-50k,60,37-60m,0.1016342552989136,0.4881903521947417,0.44150909763602375,Medium,0,3.925077033037715e-10,low_conf_reject,0,0,none
40.8,457,180456,100k+,28351,20k-50k,12,<=12m,0.3007971273598026,0.2118773552471238,0.1788277475865308,Medium,1,0.9999912709348486,low_conf_approve,0,0,none
36.8,583,88462,60k-100k,14953,5k-20k,84,60m+,0.3214520550203341,0.1643202666086899,0.05159389822452488,Low,1,0.9999942928339123,low_conf_approve,0,0,none
66.0,570,99293,60k-100k,20757,20k-50k,36,13-36m,0.3204080495089048,0.1450820150320244,0.09516913094150449,Medium,0,6.2142334088716755e-06,low_conf_reject,0,0,none
51.0,623,30720,30k-60k,24849,20k-50k,24,13-36m,0.2478359219421419,0.6112551656760601,0.48820829067605864,Medium,0,1.2543121869219225e-06,low_conf_reject,0,0,none
43.2,608,158147,100k+,14452,5k-20k,72,60m+,0.3263628797873406,0.0368936752897043,0.026801798744464735,Medium,1,0.9999818628207978,low_conf_approve,0,0,none
51.0,588,36038,30k-60k,23810,20k-50k,48,37-60m,0.088591801991361,0.3988946276042797,0.2597082132638613,Medium,0,9.361155023734437e-07,low_conf_reject,0,0,none
53.0,522,31686,30k-60k,14930,5k-20k,24,13-36m,0.3115541122836268,0.5370367640344895,0.29427971044615414,Medium,0,4.4337263463643344e-05,low_conf_reject,0,0,none
56.0,553,25683,<30k,19523,5k-20k,60,37-60m,0.344097620836952,0.4349897258361936,0.25183355249195793,Medium,0,4.633154764076008e-07,low_conf_reject,0,0,none
60.0,582,24053,<30k,26946,20k-50k,36,13-36m,0.5709264333071711,0.6336079085196654,0.521854696862078,Medium,0,8.183571738106116e-09,low_conf_reject,0,0,none
51.0,495,28740,<30k,46129,20k-50k,48,37-60m,0.197046047552987,0.8301562671163315,0.6514506303731148,Medium,0,2.2050708387687688e-08,low_conf_reject,0,0,none
56.0,597,33021,30k-60k,36348,20k-50k,36,13-36m,0.1666298507216558,0.5373847964457066,0.5017710960732152,Medium,0,3.353266888598258e-08,low_conf_reject,0,0,none
41.6,566,99221,60k-100k,21627,20k-50k,60,37-60m,0.3322246955604616,0.1353368797506375,0.07268885161143315,Medium,1,0.9983003566367973,low_conf_approve,0,0,none
47.2,554,177706,100k+,27733,20k-50k,60,37-60m,0.480729260281681,0.0943647172958632,0.05999333985222036,Medium,1,0.9998015444807181,low_conf_approve,0,0,none
48.0,597,47645,30k-60k,33455,20k-50k,60,37-60m,0.02613777769167,0.3412603054195999,0.24051521149578828,Medium,0,5.261305063178608e-06,low_conf_reject,0,0,none
52.0,552,38881,30k-60k,27802,20k-50k,24,13-36m,0.2861256037037768,0.5714228573002895,0.46093187198612595,Medium,0,4.24356590678791e-06,low_conf_reject,0,0,none
48.0,627,17699,<30k,24014,20k-50k,36,13-36m,0.2920612020234832,1.004957719721313,0.6130711724587563,Medium,0,1.6330763044105493e-06,low_conf_reject,0,0,none
41.6,546,24717,<30k,13193,5k-20k,48,37-60m,0.019293848497264,0.3140643280907538,0.19366136656629687,Medium,1,0.9734750265416647,low_conf_approve,0,0,none
61.0,468,17269,<30k,8573,5k-20k,24,13-36m,0.1041136972075521,0.96134778218171,0.3283059152525302,Medium,0,1.0862655619395291e-09,low_conf_reject,0,0,none
55.0,471,70412,60k-100k,13480,5k-20k,60,37-60m,0.3003106557287514,0.1504090363903326,0.07269501037204039,Medium,0,0.00030933224542786293,low_conf_reject,0,0,none
40.8,546,153330,100k+,51876,50k+,120,60m+,0.260850628503771,0.1297078959624931,0.09808981730860966,Medium,1,0.9652320868857118,low_conf_approve,0,0,none
57.0,541,24971,<30k,28199,20k-50k,60,37-60m,0.3706172897581736,0.5398415503841534,0.39327152915953295,Medium,0,1.9615007024699272e-08,low_conf_reject,0,0,none
53.0,615,49333,30k-60k,13832,5k-20k,48,37-60m,0.4883213344108629,0.213568422385182,0.10702716197126022,Medium,0,0.0024357553541392374,low_conf_reject,0,0,none
49.0,580,32716,30k-60k,22495,20k-50k,48,37-60m,0.2034615017105332,0.6473654169704747,0.26700106925070477,Medium,0,1.367049081085899e-05,low_conf_reject,0,0,none
45.0,506,67056,60k-100k,24597,20k-50k,72,60m+,0.022371794824273,0.1889063688002585,0.13521989779095292,Medium,0,0.018232389221609795,low_conf_reject,0,0,none
52.0,561,32125,30k-60k,30501,20k-50k,36,13-36m,0.0943466343431513,0.5696126830554541,0.4321496480359995,Medium,0,6.157005809793482e-08,low_conf_reject,0,0,none
51.2,576,147359,100k+,26499,20k-50k,72,60m+,0.3744185484749419,0.0838629861768596,0.05259241566538766,Medium,1,0.9981593654123573,low_conf_approve,0,0,none
55.0,589,43096,30k-60k,27531,20k-50k,36,13-36m,0.1439896051259086,0.3627870264000861,0.28788448324062843,Medium,0,4.5358453441287374e-08,low_conf_reject,0,0,none
37.6,573,96039,60k-100k,15873,5k-20k,96,60m+,0.2275319096683043,0.1507942048939588,0.04896057480618199,Low,1,0.999915299583587,low_conf_approve,0,0,none
54.0,621,34549,30k-60k,50179,50k+,36,13-36m,0.3165055324767429,0.8560510871673321,0.6893313557713452,Medium,0,6.565645526460884e-10,low_conf_reject,0,0,none
60.0,492,19050,<30k,24313,20k-50k,72,60m+,0.6312829378227799,0.5802908540559641,0.3982436099614759,Medium,0,9.550601337938566e-08,low_conf_reject,0,0,none
32.0,626,138415,100k+,13558,5k-20k,60,37-60m,0.1841956753408248,0.0818759799240513,0.032285978840353835,Low,1,0.9999999739020142,low_conf_approve,0,0,none
38.400000000000006,607,153227,100k+,26850,20k-50k,36,13-36m,0.3279546142476791,0.1141714054316753,0.07462223981464959,Low,1,0.9999960748390758,low_conf_approve,0,0,none
54.0,548,49922,30k-60k,18880,5k-20k,24,13-36m,0.0413322670994342,0.2876775797136127,0.2355162079736983,Medium,0,6.666524055740817e-07,low_conf_reject,0,0,none
47.0,658,44932,30k-60k,32825,20k-50k,60,37-60m,0.2466745591534763,0.3109485172978223,0.21934342515858976,Medium,0,0.00037084617549851154,low_conf_reject,0,0,none
53.0,606,25063,<30k,8909,5k-20k,48,37-60m,0.1702751804253099,0.347654294017105,0.1245365507301881,Medium,0,4.919702193024327e-06,low_conf_reject,0,0,none
58.0,487,76260,60k-100k,28580,20k-50k,120,60m+,0.5365330061935888,0.1747359940486871,0.12988941655065397,Medium,0,6.165128043926414e-06,low_conf_reject,0,0,none
57.0,484,16482,<30k,32334,20k-50k,48,37-60m,0.0854652682765803,1.0669265272118864,0.8667081071172407,Medium,0,3.809398196219029e-13,low_conf_reject,0,0,none
43.2,597,172306,100k+,19832,5k-20k,12,<=12m,0.3108879429658523,0.2789065429431828,0.2400532634629827,Medium,1,0.9979759878691601,low_conf_approve,0,0,none
54.0,584,40971,30k-60k,27107,20k-50k,24,13-36m,0.2557244128777129,0.5315550376154959,0.42084258246429235,Medium,0,2.3559170812773718e-07,low_conf_reject,0,0,none
57.0,631,42163,30k-60k,16129,5k-20k,48,37-60m,0.36783438235027,0.2011759175838677,0.1408386550551103,Medium,0,8.225001624040918e-05,low_conf_reject,0,0,none
50.0,514,28765,<30k,22205,20k-50k,60,37-60m,0.2244695297383679,0.4982652401759026,0.2925986314500207,Medium,0,5.0537660732851096e-05,low_conf_reject,0,0,none
52.0,591,21630,<30k,9841,5k-20k,84,60m+,0.1896857012131479,0.7513212762990643,0.13495511818533315,Medium,0,3.30729021775115e-07,low_conf_reject,0,0,none
48.0,536,44335,30k-60k,29320,20k-50k,84,60m+,0.1574520397161026,0.3185533745209016,0.2140760992304989,Medium,0,0.00015589983266126175,low_conf_reject,0,0,none
42.400000000000006,587,54704,30k-60k,14344,5k-20k,24,13-36m,0.2163681717664459,0.2925049387988214,0.15847452054787092,Medium,1,0.9473683671650007,low_conf_approve,0,0,none
53.0,565,41690,30k-60k,13542,5k-20k,72,60m+,0.1885947937756782,0.1806430279887437,0.10407790445792095,Medium,0,1.763597658615992e-05,low_conf_reject,0,0,none
53.0,496,82764,60k-100k,21768,20k-50k,24,13-36m,0.2238638075414309,0.1965195413565016,0.1730310681072626,Medium,0,0.0006297755708705938,low_conf_reject,0,0,none
54.0,471,55662,30k-60k,20614,20k-50k,60,37-60m,0.1967279598215913,0.1962574393712635,0.1479659658345599,Medium,0,1.9562697888247405e-05,low_conf_reject,0,0,none
49.0,609,60535,60k-100k,25019,20k-50k,60,37-60m,0.2222034845248359,0.3465734508497897,0.14179935322031909,Medium,0,0.0002323555438446368,low_conf_reject,0,0,none
55.0,532,16450,<30k,30766,20k-50k,60,37-60m,0.366342042964405,1.0265006974691342,0.7317894512685228,Medium,0,5.051828058625925e-10,low_conf_reject,0,0,none
41.6,630,39392,30k-60k,9537,5k-20k,60,37-60m,0.3121816736026316,0.2395239022224302,0.07380497452137429,Medium,1,0.980396092987626,low_conf_approve,0,0,none
40.8,577,110903,100k+,20824,20k-50k,24,13-36m,0.3847207148644104,0.1417541205148727,0.1142706439632919,Medium,1,0.9999603606955628,low_conf_approve,0,0,none
58.0,563,84435,60k-100k,28627,20k-50k,36,13-36m,0.452763146101395,0.2318336723166033,0.16176794128089536,Medium,0,6.927599996163229e-06,low_conf_reject,0,0,none
46.0,619,57426,30k-60k,13888,5k-20k,48,37-60m,0.0979763270424097,0.191888562944373,0.0876152372730743,Medium,0,0.01512390735290812,low_conf_reject,0,0,none
57.0,513,46601,30k-60k,11821,5k-20k,24,13-36m,0.2753445372268358,0.2349709937643234,0.1610670002877886,Medium,0,9.516945370344638e-06,low_conf_reject,0,0,none
54.0,551,31710,30k-60k,45720,20k-50k,12,<=12m,0.269382758392168,1.8291763566827808,1.6305008599940398,Medium,0,7.160999838295782e-15,low_conf_reject,0,0,none
51.0,577,40049,30k-60k,30975,20k-50k,72,60m+,0.1991676133797001,0.4294151892124322,0.24603982403477473,Medium,0,1.828945129498109e-06,low_conf_reject,0,0,none
54.0,573,72159,60k-100k,27642,20k-50k,36,13-36m,0.0721137835210289,0.2077713954149762,0.17484410983729431,Medium,0,7.776774164009917e-07,low_conf_reject,0,0,none
52.0,568,19166,<30k,33270,20k-50k,48,37-60m,0.3987928590719606,0.9581380583714588,0.6801457803791776,Medium,0,4.910231504174954e-08,low_conf_reject,0,0,none
39.2,587,143359,100k+,19534,5k-20k,36,13-36m,0.1408152805235192,0.0929071604017472,0.06444714045183136,Low,1,0.9999241683486063,low_conf_approve,0,0,none
43.2,598,115585,100k+,23446,20k-50k,60,37-60m,0.4603932564135704,0.1655801244876127,0.06560175359173533,Medium,1,0.9982276984638826,low_conf_approve,0,0,none
32.0,656,118235,100k+,16217,5k-20k,36,13-36m,0.0615039411351558,0.149252123904409,0.060141454474883074,Low,1,0.99999959708417,low_conf_approve,0,0,none
54.0,625,79128,60k-100k,21982,20k-50k,60,37-60m,0.4103361959124665,0.2456621797758224,0.09522238602392676,Medium,0,6.700339203842547e-05,low_conf_reject,0,0,none
36.8,633,59035,30k-60k,14387,5k-20k,84,60m+,0.1571400415695266,0.1495456331879515,0.07413274252986723,Low,1,0.9994318568367404,low_conf_approve,0,0,none
42.400000000000006,636,67312,60k-100k,9832,5k-20k,36,13-36m,0.4218268460560798,0.1571998751678326,0.062179670746629785,Medium,1,0.999464942435073,low_conf_approve,0,0,none
47.0,533,33646,30k-60k,12728,5k-20k,36,13-36m,0.2265572416432457,0.278201837186026,0.17441535439460967,Medium,0,0.10760472080824025,uncertain,0,0,none
37.6,549,184873,100k+,82644,50k+,36,13-36m,0.1373311385738751,0.2415593557498561,0.2221514378819146,Low,1,0.9953469684199074,low_conf_approve,0,0,none
52.0,593,44510,30k-60k,15873,5k-20k,36,13-36m,0.0079717891981659,0.2552512701719557,0.15684641732989782,Medium,0,2.5391995765937e-06,low_conf_reject,0,0,none
50.0,577,31196,30k-60k,21955,20k-50k,108,60m+,0.0786786913935236,0.3034601404704942,0.21960323573911836,Medium,0,1.0324160824270816e-06,low_conf_reject,0,0,none
59.0,525,39031,30k-60k,18566,5k-20k,48,37-60m,0.3908039561677797,0.3522050502232306,0.20124811855353236,Medium,0,2.0099376417636626e-07,low_conf_reject,0,0,none
48.0,609,29732,<30k,12026,5k-20k,72,60m+,0.2908643730706161,0.3952570455408791,0.12403412074604533,Medium,0,0.004069859475535304,low_conf_reject,0,0,none
48.8,589,74069,60k-100k,23163,20k-50k,60,37-60m,0.5056462418274782,0.164351174976877,0.10019478026383913,Medium,1,0.34192859980393825,uncertain,0,0,none
59.0,534,32627,30k-60k,37378,20k-50k,96,60m+,0.2507079723009741,0.5732625908870107,0.4114334309887676,Medium,0,1.2410133493597718e-09,low_conf_reject,0,0,none
49.0,581,55640,30k-60k,9912,5k-20k,84,60m+,0.1557920086364472,0.1145128533913691,0.0601634644625409,Medium,0,0.0021500802960470952,low_conf_reject,0,0,none
54.0,480,92476,60k-100k,31954,20k-50k,48,37-60m,0.1411749397234329,0.207110812796846,0.1528697124032298,Medium,0,0.0005598785222227597,low_conf_reject,0,0,none
34.4,653,102318,100k+,9633,5k-20k,36,13-36m,0.2075771250632097,0.0863829727401434,0.042050597205046975,Low,1,0.9999997875127146,low_conf_approve,0,0,none
53.0,646,24821,<30k,16109,5k-20k,72,60m+,0.3070597819304723,0.3348768825995338,0.20966033209794224,Medium,0,3.996334196699305e-06,low_conf_reject,0,0,none
42.400000000000006,602,93250,60k-100k,17355,5k-20k,36,13-36m,0.5320755793680797,0.1257739887968428,0.08781152230890725,Medium,1,0.9999571664274766,low_conf_approve,0,0,none
68.0,542,16574,<30k,19955,5k-20k,72,60m+,0.3579652423256639,0.6647778934715785,0.41136893968854443,Medium,0,3.220509933284236e-10,low_conf_reject,0,0,none
66.0,608,18449,<30k,28603,20k-50k,48,37-60m,0.0501002252761089,0.6841381446024445,0.5586028852387932,Medium,0,9.00858307624669e-11,low_conf_reject,0,0,none
54.0,621,36617,30k-60k,43249,20k-50k,60,37-60m,0.3371836270556914,0.4895739761505288,0.3997796183385826,Medium,0,2.460596893004224e-08,low_conf_reject,0,0,none
39.2,460,55108,30k-60k,15011,5k-20k,36,13-36m,0.1845614116921661,0.1928141762662782,0.12661689093565467,Low,1,0.9999431134100131,low_conf_approve,0,0,none
57.0,527,34801,30k-60k,44219,20k-50k,36,13-36m,0.4516797865328438,0.7364844691433677,0.6526937734737037,Medium,0,3.6696917502182315e-09,low_conf_reject,0,0,none
38.400000000000006,634,74988,60k-100k,9793,5k-20k,36,13-36m,0.4038210828724972,0.1890369549082071,0.05525554988340327,Low,1,0.999997033341662,low_conf_approve,0,0,none
49.0,606,33410,30k-60k,7795,5k-20k,24,13-36m,0.1809910473066062,0.2797559684211609,0.13967814740948784,Medium,0,0.0036952590035541993,low_conf_reject,0,0,none
59.0,521,15000,<30k,34221,20k-50k,36,13-36m,0.536389545476905,1.336231724982662,1.1242317249826639,Medium,0,2.6207354036702345e-12,low_conf_reject,0,0,none
62.0,513,36606,30k-60k,12692,5k-20k,60,37-60m,0.8358853365354224,0.382575854451734,0.13179729356007705,Medium,0,0.0016086096570980678,low_conf_reject,0,0,none
57.0,574,16343,<30k,12293,5k-20k,36,13-36m,0.2534270551563556,1.1113550608443523,0.3337744452902926,Medium,0,4.190552302300148e-10,low_conf_reject,0,0,none
49.0,635,52558,30k-60k,32760,20k-50k,36,13-36m,0.2612074438565839,0.3662287479654934,0.2764993062059135,Medium,0,0.0001466678272706703,low_conf_reject,0,0,none
64.0,616,29236,<30k,55059,50k+,48,37-60m,0.5767112779304014,0.8535853811210811,0.7612334861970161,Medium,0,7.8559836234962e-12,low_conf_reject,0,0,none
56.0,505,49398,30k-60k,18826,5k-20k,60,37-60m,0.0927811611349195,0.1967777708293848,0.13798996565508637,Medium,0,1.4531884898367835e-05,low_conf_reject,0,0,none
40.0,535,104371,100k+,20352,20k-50k,24,13-36m,0.2396159134048956,0.1450037572332855,0.12039922149059872,Medium,1,0.9998984378376898,low_conf_approve,0,0,none
50.0,502,15000,<30k,12109,5k-20k,60,37-60m,0.2859421430026661,0.5766553252262189,0.3102553252262192,Medium,0,0.00022012925368173386,low_conf_reject,0,0,none
60.0,526,15000,<30k,24040,20k-50k,12,<=12m,0.5905513323199211,2.402977960311472,1.847777960311472,Medium,0,7.100580795000236e-17,low_conf_reject,0,0,none
52.0,612,53698,30k-60k,24354,20k-50k,24,13-36m,0.2169683904495307,0.4680901145035295,0.2770215458417543,Medium,0,4.8386828684883535e-06,low_conf_reject,0,0,none
40.0,477,104727,100k+,17313,5k-20k,12,<=12m,0.2798493776749425,0.229574443784142,0.1885535036254433,Medium,1,0.999987787852688,low_conf_approve,0,0,none
50.0,616,48893,30k-60k,22891,20k-50k,24,13-36m,0.2001785016013368,0.3834705692621541,0.2838244031443061,Medium,0,6.873993975315785e-05,low_conf_reject,0,0,none
59.0,517,34688,30k-60k,27235,20k-50k,36,13-36m,0.4071632128123241,0.5709495850459112,0.3630390684407449,Medium,0,1.8074370345732147e-08,low_conf_reject,0,0,none
55.0,634,24671,<30k,25993,20k-50k,48,37-60m,0.4335894017550926,0.6270757481459102,0.3970080573348366,Medium,0,1.0490282802630442e-07,low_conf_reject,0,0,none
56.0,598,80212,60k-100k,22053,20k-50k,60,37-60m,0.5429288617642979,0.147757212998192,0.09105746732422815,Medium,0,0.00023644176349683937,low_conf_reject,0,0,none
57.0,621,126079,100k+,35528,20k-50k,120,60m+,0.4311747946467157,0.1003872338984953,0.07744923470751189,Medium,0,7.782170715322789e-05,low_conf_reject,0,0,none
55.0,655,20337,<30k,10859,5k-20k,48,37-60m,0.2830258311539419,0.4551708908649801,0.1949555198663077,Medium,0,2.0272552067535883e-05,low_conf_reject,0,0,none
51.0,611,64963,60k-100k,31598,20k-50k,72,60m+,0.1361467491049066,0.2449637400693112,0.16424086704928442,Medium,0,3.8309449896043695e-06,low_conf_reject,0,0,none
37.6,478,198026,100k+,33674,20k-50k,48,37-60m,0.1584435486012565,0.088676702611779,0.06692198353448597,Low,1,0.9999965246933683,low_conf_approve,0,0,none
45.0,559,37391,30k-60k,19002,5k-20k,72,60m+,0.0926567495826591,0.2626172912167137,0.18559340846417974,Medium,0,0.009143976373184735,low_conf_reject,0,0,none
50.0,613,47953,30k-60k,9173,5k-20k,60,37-60m,0.2267224567247467,0.2392965771186576,0.05987088946616445,Medium,0,0.0009217069516824941,low_conf_reject,0,0,none
41.6,612,56809,30k-60k,16006,5k-20k,60,37-60m,0.1579357382061692,0.1932611128375277,0.09334736677616427,Medium,1,0.9970487867832333,low_conf_approve,0,0,none
56.0,544,32485,30k-60k,17991,5k-20k,48,37-60m,0.4796125435147096,0.3260291211977695,0.19969388955239464,Medium,0,2.7040591202099007e-05,low_conf_reject,0,0,none
64.0,494,85895,60k-100k,20434,20k-50k,84,60m+,0.5474440810173378,0.1471521508414821,0.0840052854826137,Medium,0,6.447092144530148e-06,low_conf_reject,0,0,none
48.8,582,145591,100k+,12178,5k-20k,36,13-36m,0.2952845874461944,0.0570066916770485,0.03755493985172965,Medium,1,0.9961826417715806,low_conf_approve,0,0,none
52.0,632,17742,<30k,47336,20k-50k,60,37-60m,0.457083899694457,1.175556601811528,0.8820158510506189,Medium,0,3.69645971117672e-10,low_conf_reject,0,0,none
51.0,519,20880,<30k,15660,5k-20k,96,60m+,0.0289952107407387,0.570993816801349,0.2629478397898546,Medium,0,1.706928905423905e-07,low_conf_reject,0,0,none
41.6,522,121532,100k+,12917,5k-20k,24,13-36m,0.4577879321787252,0.1367974974519208,0.06945720847453209,Medium,1,0.9999977424616976,low_conf_approve,0,0,none
55.0,577,56921,30k-60k,17954,5k-20k,36,13-36m,0.4192953972404336,0.2548967025328281,0.14231962201772816,Medium,0,0.00015819307336714878,low_conf_reject,0,0,none
51.0,584,53632,30k-60k,39739,20k-50k,36,13-36m,0.2054291550263269,0.4523075342266528,0.33886779675648643,Medium,0,2.5901829834104938e-06,low_conf_reject,0,0,none
51.0,431,56859,30k-60k,46612,20k-50k,48,37-60m,0.2976794202425976,0.4457763178408969,0.3799292223942658,Medium,0,4.909770970653725e-05,low_conf_reject,0,0,none
